time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452850000	3.0904	17.5902	4.9881	3.96566	0.531104	radar	0	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90512	17.4746	4.95783	3.95611	0.470707	lidar	0	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.78344	17.252	4.96807	4.05483	0.710194	radar	0	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.60591	17.0638	4.99455	4.07236	0.677543	lidar	0	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.43372	16.9024	4.93474	4.02999	0.405281	radar	0	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.26312	16.7328	4.93455	4.03236	0.371347	lidar	0	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.0748	16.5408	4.9526	4.00874	0.228663	radar	0	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92185	16.3123	4.98145	4.03861	0.262401	lidar	0	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.75028	16.1387	4.96772	4.01726	0.153412	radar	0	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.53339	15.9793	5.00479	3.98292	0.0776595	lidar	0	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.43263	15.7365	5.02079	4.09722	0.428072	radar	0	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.25884	15.5192	5.06621	4.10734	0.408804	lidar	0	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.09617	15.3276	5.06499	4.10286	0.341336	radar	0	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.877611	15.1123	5.15323	4.08272	0.271531	lidar	0	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.717837	14.9329	5.11806	4.05862	0.140601	radar	0	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.62494	14.7186	5.06278	4.10131	0.204671	lidar	0	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.528318	14.4715	5.08069	4.18592	0.440291	radar	0	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.352701	14.2493	5.1358	4.18185	0.392495	lidar	0	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.247875	13.9944	5.18965	4.26696	0.632436	radar	0	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.258002	13.738	5.09585	4.37181	0.77265	lidar	0	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.172506	13.4966	5.1172	4.4154	0.804107	radar	0	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0151115	13.2659	5.19678	4.37298	0.627203	lidar	0	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.142126	13.0504	5.14976	4.33717	0.416157	radar	0	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.119887	12.8202	5.05627	4.43532	0.58133	lidar	0	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.257085	12.5992	5.02152	4.37842	0.329773	radar	0	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.397992	12.3675	5.05528	4.34975	0.234799	lidar	0	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.550037	12.1605	5.049	4.29796	0.0797615	radar	0	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.625881	11.9448	5.01498	4.3157	0.1066	lidar	0	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.768647	11.7156	5.04854	4.29078	0.0527109	radar	0	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.985781	11.4802	5.13966	4.22118	-0.08056	lidar	0	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.1023	11.2499	5.13299	4.20772	-0.134474	radar	0	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.28443	11.0316	5.17479	4.16741	-0.1889	lidar	0	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.33793	10.7764	5.17777	4.27847	0.206013	radar	0	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.46101	10.5237	5.21249	4.28475	0.200818	lidar	0	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.54235	10.2582	5.24734	4.34584	0.380956	radar	0	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.62901	10.0469	5.20319	4.36113	0.375658	lidar	0	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.71767	9.81764	5.17296	4.36164	0.301159	radar	0	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.7806	9.59612	5.12734	4.38752	0.323628	lidar	0	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.88741	9.34468	5.17686	4.4048	0.369625	radar	0	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.9578	9.04928	5.23227	4.43516	0.390365	lidar	0	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.05029	8.82808	5.18086	4.40431	0.211934	radar	0	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.14487	8.57515	5.20222	4.4047	0.191573	lidar	0	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.28247	8.32038	5.25485	4.37502	0.111601	radar	0	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.31852	8.0874	5.1993	4.40928	0.16454	lidar	0	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.38131	7.87466	5.13731	4.41096	0.12566	radar	0	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.50054	7.62337	5.17857	4.39221	0.0810175	lidar	0	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.68211	7.38553	5.22181	4.30251	-0.181287	radar	0	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.79189	7.13426	5.24197	4.29293	-0.181388	lidar	0	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.83556	6.89727	5.20618	4.36037	0.0715897	radar	0	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.87542	6.69066	5.1172	4.38186	0.093315	lidar	0	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.93953	6.46808	5.05801	4.35966	-0.0580322	radar	0	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.99681	6.23381	5.029	4.37179	-0.0338429	lidar	0	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.11093	5.98466	5.08233	4.3778	0.0462176	radar	0	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.19491	5.71088	5.12817	4.38481	0.0545943	lidar	0	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.30412	5.46293	5.14606	4.34611	-0.102077	radar	0	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.40658	5.20338	5.18152	4.33923	-0.104056	lidar	0	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.4663	4.95619	5.17053	4.38352	0.0743967	radar	0	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.58178	4.67749	5.24658	4.37804	0.0648265	lidar	0	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.68867	4.42573	5.25988	4.34072	-0.103537	radar	0	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.82753	4.15534	5.33516	4.3216	-0.119242	lidar	0	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.90412	3.91298	5.31469	4.3611	0.0698155	radar	0	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.97448	3.67997	5.27241	4.36938	0.0718756	lidar	0	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.07346	3.47754	5.20845	4.33481	-0.0807331	radar	0	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16689	3.23323	5.20983	4.33237	-0.0783794	lidar	0	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27901	2.98007	5.23991	4.31338	-0.14003	radar	0	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.3725	2.70587	5.28268	4.31659	-0.120384	lidar	0	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45738	2.45432	5.28126	4.33868	-0.0067466	radar	0	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56178	2.18824	5.32072	4.34054	0.0015951	lidar	0	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66795	1.96447	5.28997	4.28936	-0.233468	radar	0	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.78901	1.69089	5.35322	4.28278	-0.21726	lidar	0	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90835	1.44505	5.36525	4.26651	-0.23922	radar	0	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.97312	1.21269	5.30663	4.26784	-0.22793	lidar	0	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06611	0.994022	5.25061	4.28346	-0.0969759	radar	0	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12863	0.761344	5.20329	4.29133	-0.0830949	lidar	0	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.22113	0.464801	5.29279	4.30142	-0.0857218	radar	0	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29637	0.223419	5.26811	4.30701	-0.0713931	lidar	0	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.40499	-0.0182458	5.26429	4.33133	0.0794961	radar	0	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47135	-0.259282	5.23758	4.34498	0.0944096	lidar	0	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59656	-0.432906	5.1474	4.2982	-0.0558892	radar	0	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.73485	-0.612953	5.08038	4.26417	-0.114518	lidar	0	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.85283	-0.830647	5.08529	4.21336	-0.326245	radar	0	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94944	-1.10485	5.15167	4.22672	-0.265801	lidar	0	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.03385	-1.37831	5.19901	4.25311	-0.165687	radar	0	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.17684	-1.5809	5.16928	4.22183	-0.212647	lidar	0	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.32793	-1.79863	5.20117	4.15002	-0.472144	radar	0	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.4377	-2.05297	5.23783	4.15497	-0.413366	lidar	0	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.58963	-2.24839	5.18825	4.14028	-0.335987	radar	0	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.74446	-2.45563	5.18285	4.11351	-0.356486	lidar	0	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.90303	-2.65912	5.17211	4.0917	-0.349513	radar	0	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.98449	-2.95059	5.24422	4.14609	-0.197058	lidar	0	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.10891	-3.18127	5.23394	4.16462	-0.0944293	radar	0	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.23165	-3.37715	5.18913	4.15375	-0.10805	lidar	0	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.37467	-3.63075	5.2412	4.16084	-0.0841914	radar	0	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.54253	-3.75549	5.12689	4.09708	-0.20545	lidar	0	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.68995	-3.96042	5.1309	4.07901	-0.240978	radar	0	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.83671	-4.19922	5.17192	4.08575	-0.201368	lidar	0	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.98575	-4.42033	5.18515	4.08537	-0.175837	radar	0	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13871	-4.66852	5.23682	4.0955	-0.135638	lidar	0	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.26289	-4.89266	5.19519	4.13974	0.0535709	radar	0	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.38644	-5.11722	5.19415	4.15425	0.078151	lidar	0	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.52636	-5.29602	5.12431	4.15522	0.120852	radar	0	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.72372	-5.48271	5.12286	4.11347	0.024694	lidar	0	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.87919	-5.68721	5.12192	4.1053	0.00588266	radar	0	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.03888	-5.86761	5.09371	4.08431	-0.0370089	lidar	0	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.16865	-6.0374	5.01283	4.0928	0.0274199	radar	0	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.36815	-6.11553	4.89026	4.00407	-0.157528	lidar	0	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54445	-6.29851	4.90363	3.98401	-0.186895	radar	0	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.67406	-6.51666	4.92508	4.01269	-0.107007	lidar	0	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92098	-6.64896	4.95903	3.90821	-0.361077	radar	0	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1303	-6.80484	4.96638	3.86594	-0.410126	lidar	0	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.324	-6.95433	4.97854	3.82989	-0.454471	radar	0	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5522	-7.13488	5.03567	3.80441	-0.45492	lidar	0	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7755	-7.25176	5.03668	3.74462	-0.539188	radar	0	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.0157	-7.41867	5.09362	3.72007	-0.528094	lidar	0	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.2182	-7.53859	5.05255	3.68788	-0.543601	radar	0	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3439	-7.72797	5.00651	3.7452	-0.369914	lidar	0	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.551	-7.83727	4.97742	3.70565	-0.415998	radar	0	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7253	-7.94838	4.92526	3.68821	-0.412628	lidar	0	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9333	-8.03882	4.85352	3.64024	-0.48292	radar	0	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1422	-8.13491	4.83886	3.60608	-0.50492	lidar	0	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3672	-8.26699	4.92787	3.61337	-0.396079	radar	0	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5645	-8.35519	4.89083	3.58764	-0.410748	lidar	0	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7858	-8.41607	4.83472	3.52592	-0.522238	radar	0	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0535	-8.51708	4.8967	3.49385	-0.528724	lidar	0	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.3029	-8.61844	4.96273	3.49204	-0.437488	radar	0	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5189	-8.67179	4.93093	3.45461	-0.471798	lidar	0	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7561	-8.67387	4.87268	3.35524	-0.679857	radar	0	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9565	-8.83205	4.85649	3.4144	-0.495046	lidar	0	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1995	-8.94501	4.93162	3.45844	-0.274775	radar	0	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.409	-9.08806	4.9163	3.50124	-0.164752	lidar	0	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6312	-9.16881	4.88558	3.48413	-0.203652	radar	0	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9326	-9.13537	4.9524	3.36891	-0.413083	lidar	0	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1864	-9.21793	4.97957	3.36855	-0.36759	radar	0	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4396	-9.36082	5.01278	3.4128	-0.242961	lidar	0	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6862	-9.37827	4.96388	3.33535	-0.445104	radar	0	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9385	-9.47587	4.9858	3.35042	-0.368777	lidar	0	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.198	-9.46505	4.97688	3.266	-0.543994	radar	0	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4538	-9.44378	4.98654	3.20159	-0.616402	lidar	0	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6786	-9.43024	4.9485	3.1479	-0.684076	radar	0	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9594	-9.41004	4.99673	3.09859	-0.705196	lidar	0	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2051	-9.49697	4.99957	3.16436	-0.442088	radar	0	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4639	-9.5194	5.01065	3.15433	-0.420165	lidar	0	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7237	-9.50137	5.01568	3.105	-0.513908	radar	0	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9782	-9.46435	5.02806	3.06318	-0.542303	lidar	0	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2266	-9.41516	5.02538	3.00447	-0.639574	radar	0	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4228	-9.47614	4.92504	3.0359	-0.53648	lidar	0	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6584	-9.47196	4.91951	3.04864	-0.401319	radar	0	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9062	-9.46769	4.91785	3.04199	-0.37755	lidar	0	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1353	-9.43157	4.90946	3.02844	-0.336499	radar	0	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3848	-9.29685	4.95923	2.9451	-0.453787	lidar	0	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6214	-9.2087	4.95759	2.8777	-0.591809	radar	0	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8714	-9.07683	5.00446	2.81006	-0.653845	lidar	0	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1112	-8.97491	5.02605	2.78578	-0.585856	radar	0	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2805	-9.1334	4.80008	2.88668	-0.407427	lidar	0	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5185	-9.09689	4.79885	2.89044	-0.342254	radar	0	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7406	-8.99874	4.8086	2.85156	-0.378788	lidar	0	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.982	-8.91576	4.82712	2.81559	-0.440861	radar	0	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1778	-8.84928	4.77785	2.79737	-0.437744	lidar	0	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.411	-8.75915	4.79026	2.75969	-0.502046	radar	0	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6027	-8.74136	4.70252	2.77242	-0.443953	lidar	0	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7956	-8.58045	4.701	2.65418	-0.753439	radar	0	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9935	-8.5022	4.66583	2.63515	-0.724708	lidar	0	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2055	-8.40527	4.67369	2.65395	-0.509417	radar	0	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4356	-8.30714	4.69407	2.64078	-0.487783	lidar	0	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6274	-8.18939	4.67903	2.60396	-0.534857	radar	0	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8618	-7.93764	4.83279	2.52065	-0.609982	lidar	0	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.054	-7.78538	4.83418	2.45425	-0.763327	radar	0	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2765	-7.60422	4.90184	2.41509	-0.755733	lidar	0	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4818	-7.47044	4.9023	2.45546	-0.452457	radar	0	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.648	-7.32971	4.8623	2.43373	-0.456576	lidar	0	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8395	-7.16784	4.87633	2.42285	-0.403102	radar	0	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0036	-7.0823	4.77708	2.42786	-0.375116	lidar	0	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1691	-6.89755	4.78758	2.37268	-0.50304	radar	0	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3298	-6.64375	4.87247	2.31113	-0.554675	lidar	0	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.4975	-6.46655	4.87216	2.26657	-0.648417	radar	0	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5931	-6.32762	4.75874	2.23425	-0.659709	lidar	0	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7357	-6.1395	4.75717	2.21136	-0.612018	radar	0	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9179	-5.93636	4.80952	2.19185	-0.589517	lidar	0	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0496	-5.73102	4.81566	2.16855	-0.543856	radar	0	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1831	-5.5619	4.77705	2.15111	-0.533538	lidar	0	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3374	-5.37556	4.78145	2.16478	-0.382958	radar	0	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4858	-5.15521	4.82263	2.14558	-0.37957	lidar	0	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6151	-4.97629	4.79301	2.1531	-0.27547	radar	0	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7365	-4.81017	4.74055	2.14598	-0.268407	lidar	0	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8527	-4.60318	4.7404	2.11428	-0.337068	radar	0	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9702	-4.36272	4.78741	2.08585	-0.353163	lidar	0	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.076	-4.13856	4.79453	1.99002	-0.709663	radar	0	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
